0.00 0.00 0.000000 -0.000000 0.000000
0.01 0.00 0.000002 -0.000001 0.000002
0.01 0.00 0.000006 -0.000002 0.000006
0.02 0.00 0.000010 -0.000003 0.000011
0.02 0.00 0.000016 -0.000003 0.000016
0.03 0.00 0.000021 -0.000003 0.000021
0.03 0.00 0.000026 -0.000002 0.000026
0.04 0.00 0.000030 -0.000002 0.000030
0.04 0.00 0.000032 -0.000001 0.000032
0.05 0.00 0.000034 -0.000000 0.000034
0.05 0.00 0.000034 0.000000 0.000034
0.06 0.00 0.000032 0.000001 0.000032
0.06 0.00 0.000029 0.000002 0.000029
0.07 0.00 0.000025 0.000003 0.000025
0.07 0.00 0.000019 0.000003 0.000019
0.08 0.00 0.000011 0.000004 0.000012
0.08 0.00 0.000002 0.000005 0.000005
0.09 0.00 -0.000009 0.000006 0.000010
0.09 0.00 -0.000020 0.000006 0.000021
0.10 0.00 -0.000034 0.000007 0.000034
0.10 0.00 -0.000048 0.000008 0.000049
0.11 0.00 -0.000064 0.000008 0.000065
0.11 0.00 -0.000081 0.000009 0.000082
0.12 0.00 -0.000099 0.000009 0.000100
0.12 0.00 -0.000119 0.000010 0.000119
0.13 0.00 -0.000139 0.000010 0.000139
0.13 0.00 -0.000160 0.000011 0.000161
0.14 0.00 -0.000183 0.000011 0.000183
0.14 0.00 -0.000206 0.000012 0.000206
0.15 0.00 -0.000230 0.000012 0.000230
0.15 0.00 -0.000255 0.000013 0.000255
0.16 0.00 -0.000281 0.000013 0.000281
0.16 0.00 -0.000307 0.000013 0.000307
0.17 0.00 -0.000334 0.000014 0.000334
0.17 0.00 -0.000361 0.000014 0.000362
0.18 0.00 -0.000390 0.000014 0.000390
0.18 0.00 -0.000418 0.000014 0.000418
0.19 0.00 -0.000447 0.000015 0.000448
0.19 0.00 -0.000477 0.000015 0.000477
0.20 0.00 -0.000507 0.000015 0.000507
0.20 0.00 -0.000537 0.000015 0.000537
0.21 0.00 -0.000568 0.000015 0.000568
0.21 0.00 -0.000599 0.000016 0.000599
0.22 0.00 -0.000630 0.000016 0.000630
0.22 0.00 -0.000661 0.000016 0.000661
0.23 0.00 -0.000693 0.000016 0.000693
0.23 0.00 -0.000724 0.000016 0.000724
0.24 0.00 -0.000756 0.000016 0.000756
0.24 0.00 -0.000788 0.000016 0.000788
0.25 0.00 -0.000820 0.000016 0.000820
0.25 0.00 -0.000852 0.000016 0.000852
0.26 0.00 -0.000884 0.000016 0.000884
0.26 0.00 -0.000916 0.000016 0.000916
0.27 0.00 -0.000948 0.000016 0.000948
0.27 0.00 -0.000979 0.000016 0.000979
0.28 0.00 -0.001011 0.000016 0.001011
0.28 0.00 -0.001043 0.000016 0.001043
0.29 0.00 -0.001074 0.000016 0.001074
0.29 0.00 -0.001105 0.000016 0.001105
0.30 0.00 -0.001136 0.000015 0.001136
0.30 0.00 -0.001167 0.000015 0.001167
0.31 0.00 -0.001197 0.000015 0.001197
0.31 0.00 -0.001228 0.000015 0.001228
0.32 0.00 -0.001257 0.000015 0.001257
0.32 0.00 -0.001287 0.000015 0.001287
0.33 0.00 -0.001316 0.000014 0.001316
0.33 0.00 -0.001345 0.000014 0.001345
0.34 0.00 -0.001373 0.000014 0.001373
0.34 0.00 -0.001401 0.000014 0.001401
0.35 0.00 -0.001429 0.000014 0.001429
0.35 0.00 -0.001455 0.000013 0.001456
0.36 0.00 -0.001482 0.000013 0.001482
0.36 0.00 -0.001508 0.000013 0.001508
0.37 0.00 -0.001533 0.000013 0.001533
0.37 0.00 -0.001558 0.000012 0.001558
0.38 0.00 -0.001582 0.000012 0.001582
0.38 0.00 -0.001605 0.000012 0.001605
0.39 0.00 -0.001628 0.000011 0.001628
0.39 0.00 -0.001650 0.000011 0.001650
0.40 0.00 -0.001671 0.000010 0.001671
0.40 0.00 -0.001692 0.000010 0.001692
0.41 0.00 -0.001712 0.000010 0.001712
0.41 0.00 -0.001731 0.000009 0.001731
0.42 0.00 -0.001749 0.000009 0.001749
0.42 0.00 -0.001766 0.000008 0.001766
0.43 0.00 -0.001783 0.000008 0.001783
0.43 0.00 -0.001798 0.000008 0.001798
0.44 0.00 -0.001813 0.000007 0.001813
0.44 0.00 -0.001826 0.000007 0.001826
0.45 0.00 -0.001839 0.000006 0.001839
0.45 0.00 -0.001851 0.000006 0.001851
0.46 0.00 -0.001861 0.000005 0.001861
0.46 0.00 -0.001871 0.000005 0.001871
0.47 0.00 -0.001879 0.000004 0.001879
0.47 0.00 -0.001887 0.000003 0.001887
0.48 0.00 -0.001893 0.000003 0.001893
0.48 0.00 -0.001898 0.000002 0.001898
0.49 0.00 -0.001902 0.000002 0.001902
0.49 0.00 -0.001905 0.000001 0.001905
0.50 0.00 -0.001907 0.000001 0.001907
0.50 0.00 -0.001908 -0.000000 0.001908
0.51 0.00 -0.001907 -0.000001 0.001907
0.51 0.00 -0.001905 -0.000001 0.001905
0.52 0.00 -0.001902 -0.000002 0.001902
0.52 0.00 -0.001898 -0.000002 0.001898
0.53 0.00 -0.001892 -0.000003 0.001892
0.53 0.00 -0.001885 -0.000004 0.001885
0.54 0.00 -0.001877 -0.000004 0.001877
0.54 0.00 -0.001868 -0.000005 0.001868
0.55 0.00 -0.001858 -0.000006 0.001858
0.55 0.00 -0.001846 -0.000006 0.001846
0.56 0.00 -0.001833 -0.000007 0.001833
0.56 0.00 -0.001819 -0.000007 0.001819
0.57 0.00 -0.001804 -0.000008 0.001804
0.57 0.00 -0.001787 -0.000009 0.001787
0.58 0.00 -0.001769 -0.000009 0.001769
0.58 0.00 -0.001750 -0.000010 0.001750
0.59 0.00 -0.001730 -0.000010 0.001730
0.59 0.00 -0.001709 -0.000011 0.001709
0.60 0.00 -0.001686 -0.000012 0.001686
0.60 0.00 -0.001663 -0.000012 0.001663
0.61 0.00 -0.001638 -0.000013 0.001638
0.61 0.00 -0.001612 -0.000013 0.001612
0.62 0.00 -0.001586 -0.000014 0.001586
0.62 0.00 -0.001558 -0.000014 0.001558
0.63 0.00 -0.001529 -0.000015 0.001529
0.63 0.00 -0.001499 -0.000015 0.001499
0.64 0.00 -0.001469 -0.000015 0.001469
0.64 0.00 -0.001437 -0.000016 0.001438
0.65 0.00 -0.001405 -0.000016 0.001405
0.65 0.00 -0.001372 -0.000017 0.001372
0.66 0.00 -0.001338 -0.000017 0.001339
0.66 0.00 -0.001304 -0.000017 0.001304
0.67 0.00 -0.001269 -0.000018 0.001269
0.67 0.00 -0.001233 -0.000018 0.001233
0.68 0.00 -0.001197 -0.000018 0.001197
0.68 0.00 -0.001160 -0.000018 0.001161
0.69 0.00 -0.001123 -0.000019 0.001123
0.69 0.00 -0.001086 -0.000019 0.001086
0.70 0.00 -0.001048 -0.000019 0.001048
0.70 0.00 -0.001010 -0.000019 0.001010
0.71 0.00 -0.000972 -0.000019 0.000972
0.71 0.00 -0.000933 -0.000019 0.000933
0.72 0.00 -0.000895 -0.000019 0.000895
0.72 0.00 -0.000856 -0.000019 0.000856
0.73 0.00 -0.000818 -0.000019 0.000818
0.73 0.00 -0.000779 -0.000019 0.000779
0.74 0.00 -0.000741 -0.000019 0.000741
0.74 0.00 -0.000703 -0.000019 0.000703
0.75 0.00 -0.000665 -0.000019 0.000666
0.75 0.00 -0.000628 -0.000019 0.000628
0.76 0.00 -0.000591 -0.000018 0.000591
0.76 0.00 -0.000555 -0.000018 0.000555
0.77 0.00 -0.000519 -0.000018 0.000519
0.77 0.00 -0.000483 -0.000018 0.000484
0.78 0.00 -0.000449 -0.000017 0.000449
0.78 0.00 -0.000415 -0.000017 0.000415
0.79 0.00 -0.000381 -0.000016 0.000382
0.79 0.00 -0.000349 -0.000016 0.000349
