0.01 0.01 0.006467
0.01 0.01 0.006470
0.03 0.01 0.006439
0.04 0.01 0.006370
0.04 0.01 0.006269
0.06 0.01 0.006140
0.07 0.01 0.005991
0.07 0.01 0.005828
0.09 0.01 0.005657
0.10 0.01 0.005482
0.10 0.01 0.005306
0.12 0.01 0.005135
0.12 0.01 0.004969
0.14 0.01 0.004811
0.14 0.01 0.004664
0.15 0.01 0.004528
0.17 0.01 0.004405
0.18 0.01 0.004296
0.18 0.01 0.004201
0.20 0.01 0.004121
0.21 0.01 0.004057
0.21 0.01 0.004009
0.23 0.01 0.003977
0.24 0.01 0.003961
0.24 0.01 0.003962
0.26 0.01 0.003979
0.27 0.01 0.004013
0.28 0.01 0.004064
0.29 0.01 0.004131
0.29 0.01 0.004215
0.30 0.01 0.004316
0.32 0.01 0.004433
0.33 0.01 0.004567
0.34 0.01 0.004718
0.35 0.01 0.004885
0.35 0.01 0.005068
0.36 0.01 0.005267
0.38 0.01 0.005481
0.39 0.01 0.005712
0.40 0.01 0.005957
0.41 0.01 0.006216
0.42 0.01 0.006490
0.42 0.01 0.006777
0.43 0.01 0.007077
0.45 0.01 0.007388
0.46 0.01 0.007711
0.47 0.01 0.008043
0.48 0.01 0.008385
0.48 0.01 0.008733
0.49 0.01 0.009089
0.51 0.01 0.009449
0.52 0.01 0.009812
0.53 0.01 0.010177
0.54 0.01 0.010541
0.55 0.01 0.010904
0.56 0.01 0.011263
0.57 0.01 0.011617
0.58 0.01 0.011963
0.58 0.01 0.012300
0.59 0.01 0.012625
0.60 0.01 0.012938
0.61 0.01 0.013235
0.62 0.01 0.013516
0.64 0.01 0.013778
0.65 0.01 0.014021
0.66 0.01 0.014241
0.67 0.01 0.014439
0.68 0.01 0.014612
0.69 0.01 0.014760
0.70 0.01 0.014882
0.70 0.01 0.014977
0.71 0.01 0.015045
0.72 0.01 0.015086
0.73 0.01 0.015099
0.74 0.01 0.015085
0.76 0.01 0.015044
0.77 0.01 0.014977
0.78 0.01 0.014886
0.79 0.01 0.014771
0.80 0.01 0.014635
0.81 0.01 0.014478
0.82 0.01 0.014303
0.83 0.01 0.014113
0.83 0.01 0.013909
0.84 0.01 0.013695
0.85 0.01 0.013474
0.86 0.01 0.013248
0.88 0.01 0.013021
0.89 0.01 0.012797
0.90 0.01 0.012579
0.91 0.01 0.012370
0.92 0.01 0.012176
0.93 0.01 0.012000
0.94 0.01 0.011846
0.95 0.01 0.011719
0.96 0.01 0.011621
0.96 0.01 0.011557
0.97 0.01 0.011526
0.98 0.01 0.011526
0.99 0.01 0.011545

0.01 0.01 0.006463
0.01 0.01 0.006467
0.03 0.01 0.006437
0.04 0.01 0.006375
0.04 0.01 0.006285
0.06 0.01 0.006172
0.07 0.01 0.006041
0.07 0.01 0.005896
0.09 0.01 0.005743
0.10 0.01 0.005586
0.10 0.01 0.005428
0.12 0.01 0.005272
0.12 0.01 0.005122
0.14 0.01 0.004978
0.14 0.01 0.004843
0.15 0.01 0.004718
0.17 0.01 0.004605
0.18 0.01 0.004504
0.18 0.01 0.004417
0.20 0.01 0.004344
0.21 0.01 0.004285
0.21 0.01 0.004240
0.23 0.01 0.004211
0.24 0.01 0.004198
0.24 0.01 0.004200
0.26 0.01 0.004217
0.27 0.01 0.004250
0.28 0.01 0.004300
0.29 0.01 0.004365
0.29 0.01 0.004446
0.30 0.01 0.004543
0.32 0.01 0.004655
0.33 0.01 0.004784
0.34 0.01 0.004928
0.35 0.01 0.005088
0.35 0.01 0.005263
0.36 0.01 0.005454
0.38 0.01 0.005660
0.39 0.01 0.005880
0.40 0.01 0.006114
0.41 0.01 0.006362
0.42 0.01 0.006624
0.42 0.01 0.006898
0.43 0.01 0.007184
0.45 0.01 0.007482
0.46 0.01 0.007790
0.47 0.01 0.008107
0.48 0.01 0.008432
0.48 0.01 0.008765
0.49 0.01 0.009103
0.51 0.01 0.009446
0.52 0.01 0.009792
